Event,Species,Gear,PCG,Duration,Day,Month,Year,Date,Latitude,Longitude,StationDepth,StationType,Abundance,Temp
1990-9,A244,324,P05901061324,96,25,4,1990,25-Apr-90,32.28637,-79.72733,27,Monitoring,0,19.34
1990-10,A244,324,P05901066324,87,25,4,1990,25-Apr-90,32.25702,-79.71442,28,Monitoring,0,19.60
1990-10,A244,324,P05901067324,91,25,4,1990,25-Apr-90,32.25467,-79.71605,29,Monitoring,0,19.60
1990-10,A244,324,P05901068324,103,25,4,1990,25-Apr-90,32.25522,-79.70953,29,Monitoring,0,19.60
1990-10,A244,324,P05901069324,93,25,4,1990,25-Apr-90,32.2541,-79.70712,29,Monitoring,0,19.60
1990-10,A244,324,P05901070324,103,25,4,1990,25-Apr-90,32.2515,-79.70758,29,Monitoring,0,19.60
1990-10,A244,324,P05901071324,104,25,4,1990,25-Apr-90,32.25155,-79.70998,29,Monitoring,0,19.60
1990-10,A244,324,P05901072324,108,25,4,1990,25-Apr-90,32.24893,-79.70627,28,Monitoring,0,19.60
1990-10,A244,324,P05901073324,111,25,4,1990,25-Apr-90,32.24777,-79.7046,27,Monitoring,0,19.60
1990-11,A244,324,P05901076324,104,25,4,1990,25-Apr-90,32.24598,-79.70567,27,Monitoring,0,19.58
1990-11,A244,324,P05901077324,109,25,4,1990,25-Apr-90,32.24423,-79.70635,27,Monitoring,0,19.58
1990-11,A244,324,P05901078324,109,25,4,1990,25-Apr-90,32.2473,-79.70824,27,Monitoring,0,19.58
1990-11,A244,324,P05901079324,115,25,4,1990,25-Apr-90,32.25015,-79.704,27,Monitoring,0,19.58
1990-11,A244,324,P05901080324,115,25,4,1990,25-Apr-90,32.24857,-79.70203,27,Monitoring,0,19.58
1990-11,A244,324,P05901081324,115,25,4,1990,25-Apr-90,32.25168,-79.70177,27,Monitoring,0,19.58
1990-11,A244,324,P05901082324,115,25,4,1990,25-Apr-90,32.25286,-79.69987,27,Monitoring,0,19.58
1990-11,A244,324,P05901083324,122,25,4,1990,25-Apr-90,32.25303,-79.70395,27,Monitoring,0,19.58
1990-12,A244,324,P05901086324,87,25,4,1990,25-Apr-90,32.25645,-79.70548,27,Monitoring,0,19.45
1990-12,A244,324,P05901087324,88,25,4,1990,25-Apr-90,32.25672,-79.70133,28,Monitoring,0,19.45
1990-12,A244,324,P05901088324,89,25,4,1990,25-Apr-90,32.25918,-79.69781,29,Monitoring,0,19.45
1990-12,A244,324,P05901089324,89,25,4,1990,25-Apr-90,32.25607,-79.69492,29,Monitoring,0,19.45
1990-12,A244,324,P05901090324,93,25,4,1990,25-Apr-90,32.25512,-79.69659,29,Monitoring,0,19.45
1990-12,A244,324,P05901091324,94,25,4,1990,25-Apr-90,32.25055,-79.69618,27,Monitoring,0,19.45
1990-12,A244,324,P05901092324,103,25,4,1990,25-Apr-90,32.24938,-79.69769,27,Monitoring,0,19.45
1990-12,A244,324,P05901093324,92,25,4,1990,25-Apr-90,32.2488,-79.69547,27,Monitoring,0,19.45
1990-13,A244,324,P05901096324,90,26,4,1990,26-Apr-90,32.24927,-79.69323,29,Monitoring,0,19.74
1990-13,A244,324,P05901097324,87,26,4,1990,26-Apr-90,32.25075,-79.69175,28,Monitoring,0,19.74
1990-13,A244,324,P05901098324,91,26,4,1990,26-Apr-90,32.2545,-79.68978,28,Monitoring,0,19.74
1990-13,A244,324,P05901099324,96,26,4,1990,26-Apr-90,32.25938,-79.69162,29,Monitoring,0,19.74
1990-13,A244,324,P05901100324,95,26,4,1990,26-Apr-90,32.25397,-79.68145,29,Monitoring,0,19.74
1990-13,A244,324,P05901101324,100,26,4,1990,26-Apr-90,32.25558,-79.67809,30,Monitoring,0,19.74
1990-13,A244,324,P05901102324,103,26,4,1990,26-Apr-90,32.25382,-79.67737,30,Monitoring,0,19.74
1990-14,A244,324,P05901107324,94,26,4,1990,26-Apr-90,32.24165,-79.6846,31,Monitoring,0,20.02
1990-14,A244,324,P05901108324,114,26,4,1990,26-Apr-90,32.2355,-79.6826,30,Monitoring,0,20.02
1990-14,A244,324,P05901109324,94,26,4,1990,26-Apr-90,32.2343,-79.68629,31,Monitoring,0,20.02
1990-14,A244,324,P05901110324,98,26,4,1990,26-Apr-90,32.23466,-79.68875,30,Monitoring,0,20.02
1990-14,A244,324,P05901112324,110,26,4,1990,26-Apr-90,32.24053,-79.69489,29,Monitoring,0,20.02
1990-14,A244,324,P05901113324,114,26,4,1990,26-Apr-90,32.24033,-79.69614,29,Monitoring,0,20.02
1990-14,A244,324,P05901114324,115,26,4,1990,26-Apr-90,32.23883,-79.698,30,Monitoring,0,20.02
1990-15,A244,324,P05901117324,89,26,4,1990,26-Apr-90,32.2297,-79.70113,29,Monitoring,0,20.04
1990-15,A244,324,P05901118324,90,26,4,1990,26-Apr-90,32.23443,-79.70345,29,Monitoring,0,20.04
1990-15,A244,324,P05901119324,92,26,4,1990,26-Apr-90,32.23842,-79.69946,29,Monitoring,0,20.04
1990-15,A244,324,P05901120324,93,26,4,1990,26-Apr-90,32.24067,-79.69756,29,Monitoring,0,20.04
1990-15,A244,324,P05901122324,97,26,4,1990,26-Apr-90,32.23678,-79.6937,29,Monitoring,0,20.04
1990-15,A244,324,P05901123324,100,26,4,1990,26-Apr-90,32.23565,-79.69624,30,Monitoring,0,20.04
1990-16,A244,324,P05901126324,81,26,4,1990,26-Apr-90,32.23985,-79.70509,29,Monitoring,0,20.05
1990-16,A244,324,P05901127324,81,26,4,1990,26-Apr-90,32.2417,-79.7029,29,Monitoring,0,20.05
1990-16,A244,324,P05901128324,86,26,4,1990,26-Apr-90,32.24237,-79.70081,29,Monitoring,0,20.05
1990-18,A244,324,P05901140324,104,7,5,1990,07-May-90,32.59857,-79.22013,33,Monitoring,0,20.94
1990-18,A244,324,P05901141324,105,7,5,1990,07-May-90,32.60102,-79.21764,30,Monitoring,0,20.94
1990-18,A244,324,P05901142324,111,7,5,1990,07-May-90,32.60077,-79.21435,30,Monitoring,0,20.94
1990-19,A244,324,P05901144324,108,7,5,1990,07-May-90,32.5855,-79.15815,34,Monitoring,0,21.11
1990-19,A244,324,P05901145324,113,7,5,1990,07-May-90,32.58568,-79.15559,34,Monitoring,0,21.11
1990-19,A244,324,P05901146324,119,7,5,1990,07-May-90,32.58753,-79.15403,35,Monitoring,0,21.11
1990-19,A244,324,P05901147324,122,7,5,1990,07-May-90,32.58907,-79.15282,35,Monitoring,0,21.11
1990-19,A244,324,P05901148324,124,7,5,1990,07-May-90,32.58882,-79.15073,35,Monitoring,0,21.11
1990-19,A244,324,P05901149324,127,7,5,1990,07-May-90,32.58658,-79.1499,35,Monitoring,0,21.11
1990-19,A244,324,P05901150324,132,7,5,1990,07-May-90,32.58502,-79.15234,35,Monitoring,0,21.11
1990-19,A244,324,P05901151324,138,7,5,1990,07-May-90,32.58323,-79.1554,35,Monitoring,0,21.11
1990-20,A244,324,P05901153324,126,7,5,1990,07-May-90,32.58552,-79.1463,37,Monitoring,0,21.13
1990-20,A244,324,P05901154324,115,7,5,1990,07-May-90,32.58692,-79.14561,37,Monitoring,1,21.13
1990-20,A244,324,P05901155324,98,7,5,1990,07-May-90,32.58753,-79.14695,37,Monitoring,4,21.13
1990-20,A244,324,P05901156324,87,7,5,1990,07-May-90,32.59028,-79.1476,35,Monitoring,0,21.13
1990-20,A244,324,P05901157324,77,7,5,1990,07-May-90,32.59135,-79.14809,35,Monitoring,0,21.13
1990-20,A244,324,P05901158324,66,7,5,1990,07-May-90,32.5912,-79.15295,35,Monitoring,0,21.13
1990-20,A244,324,P05901159324,106,7,5,1990,07-May-90,32.5884,-79.14249,35,Monitoring,0,21.13
1990-24,A244,324,P05901168324,93,8,5,1990,08-May-90,32.33333,-79.21167,43,Monitoring,0,20.50
1990-24,A244,324,P05901170324,104,8,5,1990,08-May-90,32.33593,-79.2133,43,Monitoring,0,20.50
1990-24,A244,324,P05901171324,107,8,5,1990,08-May-90,32.33805,-79.21253,43,Monitoring,1,20.50
1990-24,A244,324,P05901172324,112,8,5,1990,08-May-90,32.34007,-79.21381,42,Monitoring,0,20.50
1990-24,A244,324,P05901173324,117,8,5,1990,08-May-90,32.3395,-79.21017,42,Monitoring,0,20.50
1990-24,A244,324,P05901174324,124,8,5,1990,08-May-90,32.33543,-79.21075,42,Monitoring,0,20.50
1990-24,A244,324,P05901175324,128,8,5,1990,08-May-90,32.33308,-79.20983,42,Monitoring,1,20.50
1990-25,A244,324,P05901177324,93,8,5,1990,08-May-90,32.25908,-79.17353,49,Monitoring,0,20.04
1990-25,A244,324,P05901178324,90,8,5,1990,08-May-90,32.2629,-79.17315,49,Monitoring,0,20.04
1990-25,A244,324,P05901179324,95,8,5,1990,08-May-90,32.26332,-79.17115,49,Monitoring,0,20.04
1990-25,A244,324,P05901180324,96,8,5,1990,08-May-90,32.26467,-79.17274,49,Monitoring,0,20.04
1990-29,A244,324,P05901192324,93,24,5,1990,24-May-90,32.26495,-79.16932,49,Monitoring,0,21.09
1990-29,A244,324,P05901193324,96,24,5,1990,24-May-90,32.26645,-79.16803,47,Monitoring,0,21.09
1990-29,A244,324,P05901194324,98,24,5,1990,24-May-90,32.26947,-79.16933,49,Monitoring,0,21.09
1990-29,A244,324,P05901195324,100,24,5,1990,24-May-90,32.27268,-79.16693,50,Monitoring,0,21.09
1990-29,A244,324,P05901196324,102,24,5,1990,24-May-90,32.27177,-79.16444,47,Monitoring,0,21.09
1990-29,A244,324,P05901197324,103,24,5,1990,24-May-90,32.27358,-79.1632,49,Monitoring,0,21.09
1990-29,A244,324,P05901198324,106,24,5,1990,24-May-90,32.27547,-79.16071,49,Monitoring,0,21.09
1990-29,A244,324,P05901199324,113,24,5,1990,24-May-90,32.27065,-79.16219,52,Monitoring,0,21.09
1990-30,A244,324,P05901201324,98,24,5,1990,24-May-90,32.27873,-79.15902,51,Monitoring,0,21.31
1990-30,A244,324,P05901202324,99,24,5,1990,24-May-90,32.28057,-79.15704,51,Monitoring,0,21.31
1990-30,A244,324,P05901203324,102,24,5,1990,24-May-90,32.2822,-79.1575,51,Monitoring,0,21.31
1990-30,A244,324,P05901204324,105,24,5,1990,24-May-90,32.28172,-79.15491,52,Monitoring,0,21.31
1990-30,A244,324,P05901205324,109,24,5,1990,24-May-90,32.2836,-79.15438,46,Monitoring,0,21.31
1990-31,A244,324,P05901208324,88,24,5,1990,24-May-90,32.30752,-79.12852,49,Monitoring,0,21.53
1990-31,A244,324,P05901209324,95,24,5,1990,24-May-90,32.30603,-79.12701,51,Monitoring,0,21.53
1990-31,A244,324,P05901210324,101,24,5,1990,24-May-90,32.29598,-79.11113,59,Monitoring,0,21.53
1990-36,A244,324,P05901223324,99,25,5,1990,25-May-90,32.34248,-79.04542,49,Monitoring,0,20.64
1990-36,A244,324,P05901224324,102,25,5,1990,25-May-90,32.34002,-79.04739,48,Monitoring,0,20.64
1990-36,A244,324,P05901225324,107,25,5,1990,25-May-90,32.34277,-79.04829,48,Monitoring,0,20.64
1990-36,A244,324,P05901226324,108,25,5,1990,25-May-90,32.3461,-79.04971,48,Monitoring,0,20.64
1990-36,A244,324,P05901227324,110,25,5,1990,25-May-90,32.34982,-79.04953,49,Monitoring,0,20.64
1990-36,A244,324,P05901228324,117,25,5,1990,25-May-90,32.35114,-79.04765,46,Monitoring,0,20.64
1990-36,A244,324,P05901229324,119,25,5,1990,25-May-90,32.35342,-79.04508,48,Monitoring,1,20.64
1990-36,A244,324,P05901230324,122,25,5,1990,25-May-90,32.35523,-79.04343,51,Monitoring,0,20.64
1990-38,A244,324,P05901235324,91,25,5,1990,25-May-90,32.34822,-79.04375,49,Monitoring,0,
1990-38,A244,324,P05901236324,94,25,5,1990,25-May-90,32.34922,-79.0466,48,Monitoring,0,
1990-38,A244,324,P05901237324,100,25,5,1990,25-May-90,32.35042,-79.04527,44,Monitoring,0,
1990-38,A244,324,P05901238324,100,25,5,1990,25-May-90,32.35535,-79.04332,48,Monitoring,0,
1990-45,A244,324,P05901252324,88,5,6,1990,05-Jun-90,33.79763,-77.63402,24,Monitoring,0,23.99
1990-45,A244,324,P05901253324,88,5,6,1990,05-Jun-90,33.80696,-77.63713,24,Monitoring,0,23.99
1990-45,A244,324,P05901254324,92,5,6,1990,05-Jun-90,33.8101,-77.642,22,Monitoring,0,23.99
1990-45,A244,324,P05901255324,97,5,6,1990,05-Jun-90,33.81255,-77.64343,24,Monitoring,0,23.99
1990-45,A244,324,P05901256324,101,5,6,1990,05-Jun-90,33.81315,-77.64643,26,Monitoring,0,23.99
1990-45,A244,324,P05901257324,99,5,6,1990,05-Jun-90,33.81672,-77.6398,26,Monitoring,0,23.99
1990-45,A244,324,P05901258324,100,5,6,1990,05-Jun-90,33.81297,-77.63668,24,Monitoring,0,23.99
1990-47,A244,324,P05901262324,97,6,6,1990,06-Jun-90,33.85755,-77.28564,40,Monitoring,0,
1990-47,A244,324,P05901263324,98,6,6,1990,06-Jun-90,33.85828,-77.2831,40,Monitoring,0,
1990-48,A244,324,P05901268324,88,6,6,1990,06-Jun-90,33.73035,-77.2858,40,Monitoring,0,24.24
1990-48,A244,324,P05901269324,95,6,6,1990,06-Jun-90,33.73302,-77.28478,40,Monitoring,0,24.24
1990-48,A244,324,P05901270324,102,6,6,1990,06-Jun-90,33.73527,-77.28593,38,Monitoring,0,24.24
1990-48,A244,324,P05901271324,106,6,6,1990,06-Jun-90,33.73743,-77.28606,40,Monitoring,0,24.24
1990-48,A244,324,P05901272324,139,6,6,1990,06-Jun-90,33.74653,-77.28725,40,Monitoring,0,24.24
1990-48,A244,324,P05901273324,122,6,6,1990,06-Jun-90,33.74207,-77.28214,38,Monitoring,0,24.24
1990-48,A244,324,P05901274324,103,6,6,1990,06-Jun-90,33.73997,-77.28302,40,Monitoring,0,24.24
1990-48,A244,324,P05901275324,99,6,6,1990,06-Jun-90,33.73705,-77.28157,40,Monitoring,0,24.24
1990-49,A244,324,P05901278324,94,6,6,1990,06-Jun-90,33.74453,-77.27803,31,Monitoring,0,
1990-49,A244,324,P05901279324,98,6,6,1990,06-Jun-90,33.7423,-77.27742,30,Monitoring,0,
1990-49,A244,324,P05901280324,105,6,6,1990,06-Jun-90,33.73587,-77.27856,31,Monitoring,0,
1990-50,A244,324,P05901282324,96,6,6,1990,06-Jun-90,33.74565,-77.26,35,Monitoring,0,
1990-50,A244,324,P05901284324,102,6,6,1990,06-Jun-90,33.7399,-77.25532,33,Monitoring,1,
1990-50,A244,324,P05901285324,99,6,6,1990,06-Jun-90,33.73818,-77.2535,33,Monitoring,0,
1990-51,A244,324,P05901287324,94,7,6,1990,07-Jun-90,33.15118,-77.5456,84,Monitoring,0,18.36
1990-51,A244,324,P05901288324,105,7,6,1990,07-Jun-90,33.1532,-77.54567,82,Monitoring,0,18.36
1990-51,A244,324,P05901289324,111,7,6,1990,07-Jun-90,33.17002,-77.56593,53,Monitoring,0,18.36
1990-52,A244,324,P05901292324,94,7,6,1990,07-Jun-90,33.28915,-77.82107,31,Monitoring,0,24.45
1990-52,A244,324,P05901293324,98,7,6,1990,07-Jun-90,33.29095,-77.827,29,Monitoring,0,24.45
1990-52,A244,324,P05901294324,103,7,6,1990,07-Jun-90,33.29013,-77.83,29,Monitoring,0,24.45
1990-53,A244,324,P05901300324,89,7,6,1990,07-Jun-90,33.4938,-78.25193,26,Monitoring,0,23.76
1990-53,A244,324,P05901301324,89,7,6,1990,07-Jun-90,33.49195,-78.25108,25,Monitoring,0,23.76
1990-53,A244,324,P05901302324,92,7,6,1990,07-Jun-90,33.48713,-78.24768,26,Monitoring,0,23.76
1990-53,A244,324,P05901304324,101,7,6,1990,07-Jun-90,33.47808,-78.24361,26,Monitoring,0,23.76
1990-53,A244,324,P05901305324,105,7,6,1990,07-Jun-90,33.47537,-78.2413,24,Monitoring,0,23.76
1990-55,A244,324,P05901314324,90,8,6,1990,08-Jun-90,33.48233,-78.25137,25,Monitoring,0,23.74
1990-55,A244,324,P05901315324,91,8,6,1990,08-Jun-90,33.47547,-78.24686,26,Monitoring,0,23.74
1990-55,A244,324,P05901316324,95,8,6,1990,08-Jun-90,33.47395,-78.24567,26,Monitoring,0,23.74
1990-55,A244,324,P05901317324,99,8,6,1990,08-Jun-90,33.47548,-78.24355,26,Monitoring,0,23.74
1990-55,A244,324,P05901318324,102,8,6,1990,08-Jun-90,33.4732,-78.24315,26,Monitoring,0,23.74
1990-55,A244,324,P05901319324,106,8,6,1990,08-Jun-90,33.47168,-78.24052,26,Monitoring,0,23.74
1990-56,A244,324,P05901322324,92,8,6,1990,08-Jun-90,33.47123,-78.24288,26,Monitoring,0,23.77
1990-56,A244,324,P05901323324,102,8,6,1990,08-Jun-90,33.47232,-78.24599,25,Monitoring,0,23.77
1990-56,A244,324,P05901324324,105,8,6,1990,08-Jun-90,33.4733,-78.24825,26,Monitoring,0,23.77
1990-56,A244,324,P05901325324,107,8,6,1990,08-Jun-90,33.47405,-78.25075,26,Monitoring,0,23.77
1990-56,A244,324,P05901326324,110,8,6,1990,08-Jun-90,33.4721,-78.25,26,Monitoring,0,23.77
1990-56,A244,324,P05901327324,114,8,6,1990,08-Jun-90,33.46917,-78.24937,26,Monitoring,0,23.77
1990-57,A244,324,P05901330324,99,8,6,1990,08-Jun-90,33.3,-78.44833,24,Monitoring,0,23.98
1990-57,A244,324,P05901331324,100,8,6,1990,08-Jun-90,33.29422,-78.45029,24,Monitoring,0,23.98
1990-57,A244,324,P05901332324,100,8,6,1990,08-Jun-90,33.29158,-78.44853,26,Monitoring,0,23.98
1990-57,A244,324,P05901333324,100,8,6,1990,08-Jun-90,33.28937,-78.44542,24,Monitoring,0,23.98
1990-57,A244,324,P05901334324,104,8,6,1990,08-Jun-90,33.29022,-78.44313,24,Monitoring,0,23.98
1990-57,A244,324,P05901335324,106,8,6,1990,08-Jun-90,33.28933,-78.4409,26,Monitoring,0,23.98
1990-57,A244,324,P05901336324,109,8,6,1990,08-Jun-90,33.29085,-78.43884,26,Monitoring,0,23.98
1990-57,A244,324,P05901337324,114,8,6,1990,08-Jun-90,33.29398,-78.43459,26,Monitoring,0,23.98
1990-58,A244,324,P05901339324,90,8,6,1990,08-Jun-90,33.28005,-78.44075,26,Monitoring,0,24.00
1990-58,A244,324,P05901340324,95,8,6,1990,08-Jun-90,33.28277,-78.43922,26,Monitoring,0,24.00
1990-58,A244,324,P05901341324,99,8,6,1990,08-Jun-90,33.28505,-78.43815,26,Monitoring,0,24.00
1990-60,A244,324,P05901348324,90,9,6,1990,09-Jun-90,33.28378,-78.44542,25,Monitoring,0,23.90
1990-60,A244,324,P05901349324,94,9,6,1990,09-Jun-90,33.28742,-78.44749,26,Monitoring,0,23.90
1990-60,A244,324,P05901350324,96,9,6,1990,09-Jun-90,33.2894,-78.44994,26,Monitoring,0,23.90
1990-60,A244,324,P05901351324,100,9,6,1990,09-Jun-90,33.288,-78.45232,26,Monitoring,0,23.90
1990-60,A244,324,P05901352324,100,9,6,1990,09-Jun-90,33.29,-78.45655,26,Monitoring,0,23.90
1990-60,A244,324,P05901353324,103,9,6,1990,09-Jun-90,33.28695,-78.45707,25,Monitoring,0,23.90
1990-60,A244,324,P05901354324,105,9,6,1990,09-Jun-90,33.28575,-78.45879,26,Monitoring,0,23.90
1990-60,A244,324,P05901355324,110,9,6,1990,09-Jun-90,33.28192,-78.46965,26,Monitoring,0,23.90
1990-61,A244,324,P05901357324,90,9,6,1990,09-Jun-90,33.27718,-78.4365,26,Monitoring,0,23.87
1990-61,A244,324,P05901358324,91,9,6,1990,09-Jun-90,33.27547,-78.4397,26,Monitoring,0,23.87
1990-61,A244,324,P05901359324,91,9,6,1990,09-Jun-90,33.27428,-78.44323,26,Monitoring,0,23.87
1990-61,A244,324,P05901360324,94,9,6,1990,09-Jun-90,33.27277,-78.44577,27,Monitoring,0,23.87
1990-61,A244,324,P05901361324,96,9,6,1990,09-Jun-90,33.27183,-78.45313,26,Monitoring,0,23.87
1990-61,A244,324,P05901362324,98,9,6,1990,09-Jun-90,33.27053,-78.45496,26,Monitoring,0,23.87
1990-62,A244,324,P05901365324,98,9,6,1990,09-Jun-90,33.28218,-78.43073,26,Monitoring,0,23.92
1990-62,A244,324,P05901366324,102,9,6,1990,09-Jun-90,33.27979,-78.431,27,Monitoring,0,23.92
1990-62,A244,324,P05901367324,102,9,6,1990,09-Jun-90,33.2763,-78.43198,26,Monitoring,0,23.92
1990-62,A244,324,P05901368324,101,9,6,1990,09-Jun-90,33.27358,-78.43397,26,Monitoring,0,23.92
1990-62,A244,324,P05901369324,106,9,6,1990,09-Jun-90,33.27197,-78.43615,26,Monitoring,0,23.92
1990-62,A244,324,P05901370324,110,9,6,1990,09-Jun-90,33.26686,-78.44203,26,Monitoring,0,23.92
1990-63,A244,324,P05901373324,94,9,6,1990,09-Jun-90,33.28259,-78.42482,26,Monitoring,0,23.90
1990-63,A244,324,P05901374324,95,9,6,1990,09-Jun-90,33.28063,-78.42643,26,Monitoring,0,23.90
1990-63,A244,324,P05901375324,95,9,6,1990,09-Jun-90,33.27955,-78.4285,26,Monitoring,0,23.90
1990-63,A244,324,P05901376324,98,9,6,1990,09-Jun-90,33.27695,-78.42902,26,Monitoring,0,23.90
1990-68,A244,324,P05901386324,95,19,6,1990,19-Jun-90,32.4172,-78.98507,44,Monitoring,0,23.43
1990-68,A244,324,P05901387324,98,19,6,1990,19-Jun-90,32.4155,-78.98859,42,Monitoring,0,23.43
1990-68,A244,324,P05901388324,106,19,6,1990,19-Jun-90,32.415,-78.99,42,Monitoring,0,23.43
1990-68,A244,324,P05901389324,108,19,6,1990,19-Jun-90,32.4116,-78.99055,44,Monitoring,0,23.43
1990-68,A244,324,P05901390324,114,19,6,1990,19-Jun-90,32.4094,-78.99384,44,Monitoring,0,23.43
1990-68,A244,324,P05901391324,117,19,6,1990,19-Jun-90,32.4075,-78.99475,44,Monitoring,0,23.43
1990-68,A244,324,P05901392324,120,19,6,1990,19-Jun-90,32.406,-78.99603,44,Monitoring,0,23.43
1990-68,A244,324,P05901393324,122,19,6,1990,19-Jun-90,32.40415,-78.99812,44,Monitoring,0,23.43
1990-69,A244,324,P05901397324,92,19,6,1990,19-Jun-90,32.43273,-78.96436,44,Monitoring,0,23.29
1990-69,A244,324,P05901398324,92,19,6,1990,19-Jun-90,32.43053,-78.9648,46,Monitoring,0,23.29
1990-69,A244,324,P05901399324,95,19,6,1990,19-Jun-90,32.43,-78.96785,46,Monitoring,0,23.29
1990-69,A244,324,P05901400324,97,19,6,1990,19-Jun-90,32.42707,-78.97113,46,Monitoring,0,23.29
1990-70,A244,324,P05901402324,85,19,6,1990,19-Jun-90,32.44175,-78.9534,49,Monitoring,0,22.34
1990-70,A244,324,P05901403324,88,19,6,1990,19-Jun-90,32.43842,-78.95676,44,Monitoring,0,22.34
1990-70,A244,324,P05901404324,103,19,6,1990,19-Jun-90,32.43768,-78.95962,49,Monitoring,0,22.34
1990-70,A244,324,P05901405324,108,19,6,1990,19-Jun-90,32.43452,-78.96115,46,Monitoring,0,22.34
1990-72,A244,324,P05901412324,97,20,6,1990,20-Jun-90,32.45105,-78.94092,44,Monitoring,0,22.79
1990-72,A244,324,P05901413324,100,20,6,1990,20-Jun-90,32.45013,-78.94317,48,Monitoring,0,22.79
1990-72,A244,324,P05901414324,104,20,6,1990,20-Jun-90,32.4485,-78.945,44,Monitoring,0,22.79
1990-72,A244,324,P05901415324,111,20,6,1990,20-Jun-90,32.44708,-78.947,46,Monitoring,0,22.79
1990-72,A244,324,P05901416324,114,20,6,1990,20-Jun-90,32.44363,-78.95049,48,Monitoring,0,22.79
1990-73,A244,324,P05901418324,110,20,6,1990,20-Jun-90,32.48667,-78.81873,48,Monitoring,0,23.34
1990-73,A244,324,P05901419324,114,20,6,1990,20-Jun-90,32.48668,-78.82079,46,Monitoring,0,23.34
1990-73,A244,324,P05901420324,118,20,6,1990,20-Jun-90,32.4872,-78.82312,46,Monitoring,0,23.34
1990-73,A244,324,P05901421324,119,20,6,1990,20-Jun-90,32.48823,-78.82568,46,Monitoring,0,23.34
1990-73,A244,324,P05901422324,122,20,6,1990,20-Jun-90,32.48892,-78.8295,48,Monitoring,0,23.34
1990-73,A244,324,P05901423324,126,20,6,1990,20-Jun-90,32.488,-78.8318,46,Monitoring,0,23.34
1990-74,A244,324,P05901426324,97,20,6,1990,20-Jun-90,32.47972,-78.83252,53,Monitoring,0,22.68
1990-74,A244,324,P05901427324,100,20,6,1990,20-Jun-90,32.48177,-78.83017,49,Monitoring,0,22.68
1990-74,A244,324,P05901428324,107,20,6,1990,20-Jun-90,32.48281,-78.8273,48,Monitoring,0,22.68
1990-74,A244,324,P05901429324,112,20,6,1990,20-Jun-90,32.48445,-78.82502,49,Monitoring,0,22.68
1990-74,A244,324,P05901430324,117,20,6,1990,20-Jun-90,32.48893,-78.82114,48,Monitoring,0,22.68
1990-74,A244,324,P05901431324,124,20,6,1990,20-Jun-90,32.4924,-78.81969,48,Monitoring,0,22.68
1990-74,A244,324,P05901432324,128,20,6,1990,20-Jun-90,32.49207,-78.81755,48,Monitoring,0,22.68
1990-76,A244,324,P05901438324,85,21,6,1990,21-Jun-90,32.48587,-78.8284,48,Monitoring,0,22.54
1990-76,A244,324,P05901439324,87,21,6,1990,21-Jun-90,32.48448,-78.83207,48,Monitoring,0,22.54
1990-76,A244,324,P05901440324,92,21,6,1990,21-Jun-90,32.47938,-78.83038,53,Monitoring,0,22.54
1990-76,A244,324,P05901441324,95,21,6,1990,21-Jun-90,32.48223,-78.8238,51,Monitoring,0,22.54
1990-76,A244,324,P05901442324,100,21,6,1990,21-Jun-90,32.48438,-78.82133,48,Monitoring,0,22.54
1990-77,A244,324,P05901444324,97,21,6,1990,21-Jun-90,32.79762,-78.63633,31,Monitoring,0,
1990-77,A244,324,P05901445324,100,21,6,1990,21-Jun-90,32.79215,-78.64072,31,Monitoring,0,
1990-77,A244,324,P05901446324,102,21,6,1990,21-Jun-90,32.7905,-78.64343,31,Monitoring,0,
1990-77,A244,324,P05901447324,105,21,6,1990,21-Jun-90,32.78878,-78.64492,32,Monitoring,0,
1990-77,A244,324,P05901448324,109,21,6,1990,21-Jun-90,32.78717,-78.64629,33,Monitoring,0,
1990-77,A244,324,P05901449324,112,21,6,1990,21-Jun-90,32.78658,-78.64868,32,Monitoring,0,
1990-77,A244,324,P05901450324,114,21,6,1990,21-Jun-90,32.78252,-78.65195,31,Monitoring,0,
1990-78,A244,324,P05901453324,86,21,6,1990,21-Jun-90,32.78867,-78.6342,34,Monitoring,14,24.64
1990-78,A244,324,P05901454324,87,21,6,1990,21-Jun-90,32.787,-78.63737,33,Monitoring,0,24.64
1990-78,A244,324,P05901455324,89,21,6,1990,21-Jun-90,32.78605,-78.64148,33,Monitoring,0,24.64
1990-78,A244,324,P05901456324,92,21,6,1990,21-Jun-90,32.78632,-78.6429,33,Monitoring,0,24.64
1990-78,A244,324,P05901457324,91,21,6,1990,21-Jun-90,32.7828,-78.64512,31,Monitoring,0,24.64
1990-81,A244,324,P05901465324,79,22,6,1990,22-Jun-90,32.78487,-78.63499,33,Monitoring,0,
1990-81,A244,324,P05901466324,82,22,6,1990,22-Jun-90,32.78522,-78.6372,33,Monitoring,0,
1990-81,A244,324,P05901467324,84,22,6,1990,22-Jun-90,32.78278,-78.6382,34,Monitoring,0,
1990-81,A244,324,P05901468324,87,22,6,1990,22-Jun-90,32.78085,-78.63993,31,Monitoring,0,
1990-81,A244,324,P05901469324,89,22,6,1990,22-Jun-90,32.77833,-78.64015,31,Monitoring,0,
1990-81,A244,324,P05901470324,90,22,6,1990,22-Jun-90,32.77925,-78.64477,31,Monitoring,0,
